"LOB","class_code","class_code_desc","auto_size_class","auto_size_class_type","auto_size_class_weight","auto_business_use_class","auto_radius_class","auto_fleet","auto_classification","auto_subclassification","auto_type","auto_subtype"
AL,"23344",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Zone Rated,N,Specialized Delivery,Mail and Parcel Post,"Truck, Tractor, or Trailer",
AL,"23349",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Zone Rated,N,Specialized Delivery,NOC,"Truck, Tractor, or Trailer",
AL,"23351",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Zone Rated,N,Waste Disposal,Automobile Dismantlers,"Truck, Tractor, or Trailer",
AL,"23352",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Zone Rated,N,Waste Disposal,Building Wrecking Operators,"Truck, Tractor, or Trailer",
AL,"23353",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Zone Rated,N,Waste Disposal,Garbage,"Truck, Tractor, or Trailer",
AL,"23354",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Zone Rated,N,Waste Disposal,Junk Dealers,"Truck, Tractor, or Trailer",
AL,"23361",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Zone Rated,N,Farmers,Individually Owned or Family Corp. - Other Than Livestock Hauling,"Truck, Tractor, or Trailer",
AL,"23362",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Zone Rated,N,Farmers,Livestock Hauling,"Truck, Tractor, or Trailer",
AL,"23369",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Zone Rated,N,Farmers,NOC,"Truck, Tractor, or Trailer",
AL,"23371",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Zone Rated,N,Dump and Transit Mix Trucks and Trailers,Excavating,"Truck, Tractor, or Trailer",
AL,"23372",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Zone Rated,N,Dump and Transit Mix Trucks and Trailers,Sand and Gravel - Other than Quarrying,"Truck, Tractor, or Trailer",
AL,"23373",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Zone Rated,N,Dump and Transit Mix Trucks and Trailers,Mining,"Truck, Tractor, or Trailer",
AL,"23374",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Zone Rated,N,Dump and Transit Mix Trucks and Trailers,Quarrying,"Truck, Tractor, or Trailer",
AL,"23379",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Zone Rated,N,Dump and Transit Mix Trucks and Trailers,NOC,"Truck, Tractor, or Trailer",
AL,"23381",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Zone Rated,N,Contractors - Other Than Dump Trucks,Building - Commercial,"Truck, Tractor, or Trailer",
AL,"23382",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Zone Rated,N,Contractors - Other Than Dump Trucks,Building - Private Dwellings,"Truck, Tractor, or Trailer",
AL,"23383",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Zone Rated,N,Contractors - Other Than Dump Trucks,"Electrical, Plumbing, Masonry, Plastering and Other Repair or Service","Truck, Tractor, or Trailer",
AL,"23384",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Zone Rated,N,Contractors - Other Than Dump Trucks,Excavating,"Truck, Tractor, or Trailer",
AL,"23385",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Zone Rated,N,Contractors - Other Than Dump Trucks,Street and Road,"Truck, Tractor, or Trailer",
AL,"23389",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Zone Rated,N,Contractors - Other Than Dump Trucks,NOC,"Truck, Tractor, or Trailer",
AL,"23391",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Zone Rated,N,NOC,Logging and Lumbering,"Truck, Tractor, or Trailer",
AL,"23392",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Zone Rated,N,NOC,Petroleum Business,"Truck, Tractor, or Trailer",
AL,"23399",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Zone Rated,N,NOC,NOC,"Truck, Tractor, or Trailer",
AL,"23411",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,Y,Manufacturers,Chemical,"Truck, Tractor, or Trailer",
AL,"23412",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,Y,Manufacturers,Furniture,"Truck, Tractor, or Trailer",
AL,"23413",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,Y,Manufacturers,Garment,"Truck, Tractor, or Trailer",
AL,"23414",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,Y,Manufacturers,Machinery,"Truck, Tractor, or Trailer",
AL,"23415",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,Y,Manufacturers,Metal,"Truck, Tractor, or Trailer",
AL,"23416",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,Y,Manufacturers,Structural Iron or Steel,"Truck, Tractor, or Trailer",
AL,"23419",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,Y,Manufacturers,NOC,"Truck, Tractor, or Trailer",
AL,"23421",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,Y,Truckers,Common Carriers,"Truck, Tractor, or Trailer",
AL,"23422",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,Y,Truckers,Contract Carriers - NOC,"Truck, Tractor, or Trailer",
AL,"23423",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,Y,Truckers,Contract Carriers - Hauling Chemicals,"Truck, Tractor, or Trailer",
AL,"23424",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,Y,Truckers,Contract Carriers - Hauling Iron and Steel,"Truck, Tractor, or Trailer",
AL,"23425",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,Y,Truckers,Exempt Carriers - NOC,"Truck, Tractor, or Trailer",
AL,"23426",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,Y,Truckers,Exempt Carriers - Hauling Livestock,"Truck, Tractor, or Trailer",
AL,"23427",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,Y,Truckers,Contract Carriers - Hauling Petroleum or Petroleum Products,"Truck, Tractor, or Trailer",
AL,"23429",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,Y,Truckers,NOC,"Truck, Tractor, or Trailer",
AL,"23431",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,Y,Food Delivery,Canneries an Packing Plants,"Truck, Tractor, or Trailer",
AL,"23432",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,Y,Food Delivery,Fish and Seafood,"Truck, Tractor, or Trailer",
AL,"23433",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,Y,Food Delivery,Frozen Food,"Truck, Tractor, or Trailer",
AL,"23434",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,Y,Food Delivery,Fruit and Vegetable,"Truck, Tractor, or Trailer",
AL,"23435",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,Y,Food Delivery,Meat or Poultry,"Truck, Tractor, or Trailer",
AL,"23439",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,Y,Food Delivery,NOC,"Truck, Tractor, or Trailer",
AL,"23441",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,Y,Specialized Delivery,Armored Cars,"Truck, Tractor, or Trailer",
AL,"23442",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,Y,Specialized Delivery,Film Delivery,"Truck, Tractor, or Trailer",
AL,"23443",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,Y,Specialized Delivery,Magazines or Newspapers,"Truck, Tractor, or Trailer",
AL,"23444",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,Y,Specialized Delivery,Mail and Parcel Post,"Truck, Tractor, or Trailer",
AL,"23449",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,Y,Specialized Delivery,NOC,"Truck, Tractor, or Trailer",
AL,"23451",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,Y,Waste Disposal,Automobile Dismantlers,"Truck, Tractor, or Trailer",
AL,"23452",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,Y,Waste Disposal,Building Wrecking Operators,"Truck, Tractor, or Trailer",
AL,"23453",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,Y,Waste Disposal,Garbage,"Truck, Tractor, or Trailer",
AL,"23454",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,Y,Waste Disposal,Junk Dealers,"Truck, Tractor, or Trailer",
AL,"23461",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,Y,Farmers,Individually Owned or Family Corp. - Other Than Livestock Hauling,"Truck, Tractor, or Trailer",
AL,"23462",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,Y,Farmers,Livestock Hauling,"Truck, Tractor, or Trailer",
AL,"23469",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,Y,Farmers,NOC,"Truck, Tractor, or Trailer",
AL,"23471",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,Y,Dump and Transit Mix Trucks and Trailers,Excavating,"Truck, Tractor, or Trailer",
AL,"23472",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,Y,Dump and Transit Mix Trucks and Trailers,Sand and Gravel - Other than Quarrying,"Truck, Tractor, or Trailer",
AL,"23473",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,Y,Dump and Transit Mix Trucks and Trailers,Mining,"Truck, Tractor, or Trailer",
AL,"23474",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,Y,Dump and Transit Mix Trucks and Trailers,Quarrying,"Truck, Tractor, or Trailer",
AL,"23479",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,Y,Dump and Transit Mix Trucks and Trailers,NOC,"Truck, Tractor, or Trailer",
AL,"23481",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,Y,Contractors - Other Than Dump Trucks,Building - Commercial,"Truck, Tractor, or Trailer",
AL,"23482",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,Y,Contractors - Other Than Dump Trucks,Building - Private Dwellings,"Truck, Tractor, or Trailer",
AL,"23483",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,Y,Contractors - Other Than Dump Trucks,"Electrical, Plumbing, Masonry, Plastering and Other Repair or Service","Truck, Tractor, or Trailer",
AL,"23484",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,Y,Contractors - Other Than Dump Trucks,Excavating,"Truck, Tractor, or Trailer",
AL,"23485",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,Y,Contractors - Other Than Dump Trucks,Street and Road,"Truck, Tractor, or Trailer",
AL,"23489",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,Y,Contractors - Other Than Dump Trucks,NOC,"Truck, Tractor, or Trailer",
AL,"23491",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,Y,NOC,Logging and Lumbering,"Truck, Tractor, or Trailer",
AL,"23492",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,Y,NOC,Petroleum Business,"Truck, Tractor, or Trailer",
AL,"23499",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Local Up to 50 Miles,Y,NOC,NOC,"Truck, Tractor, or Trailer",
AL,"23511",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,Y,Manufacturers,Chemical,"Truck, Tractor, or Trailer",
AL,"23512",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,Y,Manufacturers,Furniture,"Truck, Tractor, or Trailer",
AL,"23513",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,Y,Manufacturers,Garment,"Truck, Tractor, or Trailer",
AL,"23514",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,Y,Manufacturers,Machinery,"Truck, Tractor, or Trailer",
AL,"23515",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,Y,Manufacturers,Metal,"Truck, Tractor, or Trailer",
AL,"23516",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,Y,Manufacturers,Structural Iron or Steel,"Truck, Tractor, or Trailer",
AL,"23519",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,Y,Manufacturers,NOC,"Truck, Tractor, or Trailer",
AL,"23521",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,Y,Truckers,Common Carriers,"Truck, Tractor, or Trailer",
AL,"23522",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,Y,Truckers,Contract Carriers - NOC,"Truck, Tractor, or Trailer",
AL,"23523",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,Y,Truckers,Contract Carriers - Hauling Chemicals,"Truck, Tractor, or Trailer",
AL,"23524",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,Y,Truckers,Contract Carriers - Hauling Iron and Steel,"Truck, Tractor, or Trailer",
AL,"23525",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,Y,Truckers,Exempt Carriers - NOC,"Truck, Tractor, or Trailer",
AL,"23526",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,Y,Truckers,Exempt Carriers - Hauling Livestock,"Truck, Tractor, or Trailer",
AL,"23527",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,Y,Truckers,Contract Carriers - Hauling Petroleum or Petroleum Products,"Truck, Tractor, or Trailer",
AL,"23529",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,Y,Truckers,NOC,"Truck, Tractor, or Trailer",
AL,"23531",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,Y,Food Delivery,Canneries an Packing Plants,"Truck, Tractor, or Trailer",
AL,"23532",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,Y,Food Delivery,Fish and Seafood,"Truck, Tractor, or Trailer",
AL,"23533",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,Y,Food Delivery,Frozen Food,"Truck, Tractor, or Trailer",
AL,"23534",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,Y,Food Delivery,Fruit and Vegetable,"Truck, Tractor, or Trailer",
AL,"23535",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,Y,Food Delivery,Meat or Poultry,"Truck, Tractor, or Trailer",
AL,"23539",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,Y,Food Delivery,NOC,"Truck, Tractor, or Trailer",
AL,"23541",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,Y,Specialized Delivery,Armored Cars,"Truck, Tractor, or Trailer",
AL,"23542",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,Y,Specialized Delivery,Film Delivery,"Truck, Tractor, or Trailer",
AL,"23543",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,Y,Specialized Delivery,Magazines or Newspapers,"Truck, Tractor, or Trailer",
AL,"23544",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,Y,Specialized Delivery,Mail and Parcel Post,"Truck, Tractor, or Trailer",
AL,"23549",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,Y,Specialized Delivery,NOC,"Truck, Tractor, or Trailer",
AL,"23551",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,Y,Waste Disposal,Automobile Dismantlers,"Truck, Tractor, or Trailer",
AL,"23552",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,Y,Waste Disposal,Building Wrecking Operators,"Truck, Tractor, or Trailer",
AL,"23553",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,Y,Waste Disposal,Garbage,"Truck, Tractor, or Trailer",
AL,"23554",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,Y,Waste Disposal,Junk Dealers,"Truck, Tractor, or Trailer",
AL,"23561",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,Y,Farmers,Individually Owned or Family Corp. - Other Than Livestock Hauling,"Truck, Tractor, or Trailer",
AL,"23562",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,Y,Farmers,Livestock Hauling,"Truck, Tractor, or Trailer",
AL,"23569",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,Y,Farmers,NOC,"Truck, Tractor, or Trailer",
AL,"23571",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,Y,Dump and Transit Mix Trucks and Trailers,Excavating,"Truck, Tractor, or Trailer",
AL,"23572",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,Y,Dump and Transit Mix Trucks and Trailers,Sand and Gravel - Other than Quarrying,"Truck, Tractor, or Trailer",
AL,"23573",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,Y,Dump and Transit Mix Trucks and Trailers,Mining,"Truck, Tractor, or Trailer",
AL,"23574",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,Y,Dump and Transit Mix Trucks and Trailers,Quarrying,"Truck, Tractor, or Trailer",
AL,"23579",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Commercial,Intermediate 51-200 Miles,Y,Dump and Transit Mix Trucks and Trailers,NOC,"Truck, Tractor, or Trailer",
