"LOB","class_code","class_code_desc","auto_size_class","auto_size_class_type","auto_size_class_weight","auto_business_use_class","auto_radius_class","auto_fleet","auto_classification","auto_subclassification","auto_type","auto_subtype"
APD,"21415",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Manufacturers,Metal,"Truck, Tractor, or Trailer",
APD,"21416",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Manufacturers,Structural Iron or Steel,"Truck, Tractor, or Trailer",
APD,"21419",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Manufacturers,NOC,"Truck, Tractor, or Trailer",
APD,"21421",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Truckers,Common Carriers,"Truck, Tractor, or Trailer",
APD,"21422",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Truckers,Contract Carriers - NOC,"Truck, Tractor, or Trailer",
APD,"21423",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Truckers,Contract Carriers - Hauling Chemicals,"Truck, Tractor, or Trailer",
APD,"21424",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Truckers,Contract Carriers - Hauling Iron and Steel,"Truck, Tractor, or Trailer",
APD,"21425",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Truckers,Exempt Carriers - NOC,"Truck, Tractor, or Trailer",
APD,"21426",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Truckers,Exempt Carriers - Hauling Livestock,"Truck, Tractor, or Trailer",
APD,"21427",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Truckers,Contract Carriers - Hauling Petroleum or Petroleum Products,"Truck, Tractor, or Trailer",
APD,"21429",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Truckers,NOC,"Truck, Tractor, or Trailer",
APD,"21431",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Food Delivery,Canneries an Packing Plants,"Truck, Tractor, or Trailer",
APD,"21432",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Food Delivery,Fish and Seafood,"Truck, Tractor, or Trailer",
APD,"21433",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Food Delivery,Frozen Food,"Truck, Tractor, or Trailer",
APD,"21434",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Food Delivery,Fruit and Vegetable,"Truck, Tractor, or Trailer",
APD,"21435",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Food Delivery,Meat or Poultry,"Truck, Tractor, or Trailer",
APD,"21439",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Food Delivery,NOC,"Truck, Tractor, or Trailer",
APD,"21441",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Specialized Delivery,Armored Cars,"Truck, Tractor, or Trailer",
APD,"21442",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Specialized Delivery,Film Delivery,"Truck, Tractor, or Trailer",
APD,"21443",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Specialized Delivery,Magazines or Newspapers,"Truck, Tractor, or Trailer",
APD,"21444",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Specialized Delivery,Mail and Parcel Post,"Truck, Tractor, or Trailer",
APD,"21449",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Specialized Delivery,NOC,"Truck, Tractor, or Trailer",
APD,"21451",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Waste Disposal,Automobile Dismantlers,"Truck, Tractor, or Trailer",
APD,"21452",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Waste Disposal,Building Wrecking Operators,"Truck, Tractor, or Trailer",
APD,"21453",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Waste Disposal,Garbage,"Truck, Tractor, or Trailer",
APD,"21454",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Waste Disposal,Junk Dealers,"Truck, Tractor, or Trailer",
APD,"21461",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Farmers,Individually Owned or Family Corp. - Other Than Livestock Hauling,"Truck, Tractor, or Trailer",
APD,"21462",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Farmers,Livestock Hauling,"Truck, Tractor, or Trailer",
APD,"21469",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Farmers,NOC,"Truck, Tractor, or Trailer",
APD,"21471",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Dump and Transit Mix Trucks and Trailers,Excavating,"Truck, Tractor, or Trailer",
APD,"21472",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Dump and Transit Mix Trucks and Trailers,Sand and Gravel - Other than Quarrying,"Truck, Tractor, or Trailer",
APD,"21473",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Dump and Transit Mix Trucks and Trailers,Mining,"Truck, Tractor, or Trailer",
APD,"21474",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Dump and Transit Mix Trucks and Trailers,Quarrying,"Truck, Tractor, or Trailer",
APD,"21479",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Dump and Transit Mix Trucks and Trailers,NOC,"Truck, Tractor, or Trailer",
APD,"21481",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Contractors - Other Than Dump Trucks,Building - Commercial,"Truck, Tractor, or Trailer",
APD,"21482",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Contractors - Other Than Dump Trucks,Building - Private Dwellings,"Truck, Tractor, or Trailer",
APD,"21483",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Contractors - Other Than Dump Trucks,"Electrical, Plumbing, Masonry, Plastering and Other Repair or Service","Truck, Tractor, or Trailer",
APD,"21484",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Contractors - Other Than Dump Trucks,Excavating,"Truck, Tractor, or Trailer",
APD,"21485",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Contractors - Other Than Dump Trucks,Street and Road,"Truck, Tractor, or Trailer",
APD,"21489",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Contractors - Other Than Dump Trucks,NOC,"Truck, Tractor, or Trailer",
APD,"21491",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Local Up to 50 Miles,Y,NOC,Logging and Lumbering,"Truck, Tractor, or Trailer",
APD,"21492",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Local Up to 50 Miles,Y,NOC,Petroleum Business,"Truck, Tractor, or Trailer",
APD,"21499",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Local Up to 50 Miles,Y,NOC,NOC,"Truck, Tractor, or Trailer",
APD,"21511",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Manufacturers,Chemical,"Truck, Tractor, or Trailer",
APD,"21512",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Manufacturers,Furniture,"Truck, Tractor, or Trailer",
APD,"21513",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Manufacturers,Garment,"Truck, Tractor, or Trailer",
APD,"21514",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Manufacturers,Machinery,"Truck, Tractor, or Trailer",
APD,"21515",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Manufacturers,Metal,"Truck, Tractor, or Trailer",
APD,"21516",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Manufacturers,Structural Iron or Steel,"Truck, Tractor, or Trailer",
APD,"21519",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Manufacturers,NOC,"Truck, Tractor, or Trailer",
APD,"21521",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Truckers,Common Carriers,"Truck, Tractor, or Trailer",
APD,"21522",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Truckers,Contract Carriers - NOC,"Truck, Tractor, or Trailer",
APD,"21523",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Truckers,Contract Carriers - Hauling Chemicals,"Truck, Tractor, or Trailer",
APD,"21524",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Truckers,Contract Carriers - Hauling Iron and Steel,"Truck, Tractor, or Trailer",
APD,"21525",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Truckers,Exempt Carriers - NOC,"Truck, Tractor, or Trailer",
APD,"21526",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Truckers,Exempt Carriers - Hauling Livestock,"Truck, Tractor, or Trailer",
APD,"21527",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Truckers,Contract Carriers - Hauling Petroleum or Petroleum Products,"Truck, Tractor, or Trailer",
APD,"21529",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Truckers,NOC,"Truck, Tractor, or Trailer",
APD,"21531",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Food Delivery,Canneries an Packing Plants,"Truck, Tractor, or Trailer",
APD,"21532",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Food Delivery,Fish and Seafood,"Truck, Tractor, or Trailer",
APD,"21533",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Food Delivery,Frozen Food,"Truck, Tractor, or Trailer",
APD,"21534",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Food Delivery,Fruit and Vegetable,"Truck, Tractor, or Trailer",
APD,"21535",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Food Delivery,Meat or Poultry,"Truck, Tractor, or Trailer",
APD,"21539",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Food Delivery,NOC,"Truck, Tractor, or Trailer",
APD,"21541",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Specialized Delivery,Armored Cars,"Truck, Tractor, or Trailer",
APD,"21542",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Specialized Delivery,Film Delivery,"Truck, Tractor, or Trailer",
APD,"21543",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Specialized Delivery,Magazines or Newspapers,"Truck, Tractor, or Trailer",
APD,"21544",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Specialized Delivery,Mail and Parcel Post,"Truck, Tractor, or Trailer",
APD,"21549",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Specialized Delivery,NOC,"Truck, Tractor, or Trailer",
APD,"21551",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Waste Disposal,Automobile Dismantlers,"Truck, Tractor, or Trailer",
APD,"21552",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Waste Disposal,Building Wrecking Operators,"Truck, Tractor, or Trailer",
APD,"21553",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Waste Disposal,Garbage,"Truck, Tractor, or Trailer",
APD,"21554",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Waste Disposal,Junk Dealers,"Truck, Tractor, or Trailer",
APD,"21561",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Farmers,Individually Owned or Family Corp. - Other Than Livestock Hauling,"Truck, Tractor, or Trailer",
APD,"21562",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Farmers,Livestock Hauling,"Truck, Tractor, or Trailer",
APD,"21569",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Farmers,NOC,"Truck, Tractor, or Trailer",
APD,"21571",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Dump and Transit Mix Trucks and Trailers,Excavating,"Truck, Tractor, or Trailer",
APD,"21572",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Dump and Transit Mix Trucks and Trailers,Sand and Gravel - Other than Quarrying,"Truck, Tractor, or Trailer",
APD,"21573",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Dump and Transit Mix Trucks and Trailers,Mining,"Truck, Tractor, or Trailer",
APD,"21574",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Dump and Transit Mix Trucks and Trailers,Quarrying,"Truck, Tractor, or Trailer",
APD,"21579",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Dump and Transit Mix Trucks and Trailers,NOC,"Truck, Tractor, or Trailer",
APD,"21581",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Contractors - Other Than Dump Trucks,Building - Commercial,"Truck, Tractor, or Trailer",
APD,"21582",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Contractors - Other Than Dump Trucks,Building - Private Dwellings,"Truck, Tractor, or Trailer",
APD,"21583",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Contractors - Other Than Dump Trucks,"Electrical, Plumbing, Masonry, Plastering and Other Repair or Service","Truck, Tractor, or Trailer",
APD,"21584",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Contractors - Other Than Dump Trucks,Excavating,"Truck, Tractor, or Trailer",
APD,"21585",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Contractors - Other Than Dump Trucks,Street and Road,"Truck, Tractor, or Trailer",
APD,"21589",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Contractors - Other Than Dump Trucks,NOC,"Truck, Tractor, or Trailer",
APD,"21591",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,NOC,Logging and Lumbering,"Truck, Tractor, or Trailer",
APD,"21592",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,NOC,Petroleum Business,"Truck, Tractor, or Trailer",
APD,"21599",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,NOC,NOC,"Truck, Tractor, or Trailer",
APD,"21611",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Zone Rated,Y,Manufacturers,Chemical,"Truck, Tractor, or Trailer",
APD,"21612",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Zone Rated,Y,Manufacturers,Furniture,"Truck, Tractor, or Trailer",
APD,"21613",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Zone Rated,Y,Manufacturers,Garment,"Truck, Tractor, or Trailer",
APD,"21614",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Zone Rated,Y,Manufacturers,Machinery,"Truck, Tractor, or Trailer",
APD,"21615",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Zone Rated,Y,Manufacturers,Metal,"Truck, Tractor, or Trailer",
APD,"21616",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Zone Rated,Y,Manufacturers,Structural Iron or Steel,"Truck, Tractor, or Trailer",
APD,"21619",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Zone Rated,Y,Manufacturers,NOC,"Truck, Tractor, or Trailer",
APD,"21621",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Zone Rated,Y,Truckers,Common Carriers,"Truck, Tractor, or Trailer",
APD,"21622",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Zone Rated,Y,Truckers,Contract Carriers - NOC,"Truck, Tractor, or Trailer",
APD,"21623",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Zone Rated,Y,Truckers,Contract Carriers - Hauling Chemicals,"Truck, Tractor, or Trailer",
APD,"21624",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Zone Rated,Y,Truckers,Contract Carriers - Hauling Iron and Steel,"Truck, Tractor, or Trailer",
APD,"21625",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Zone Rated,Y,Truckers,Exempt Carriers - NOC,"Truck, Tractor, or Trailer",
APD,"21626",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Zone Rated,Y,Truckers,Exempt Carriers - Hauling Livestock,"Truck, Tractor, or Trailer",
APD,"21627",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Zone Rated,Y,Truckers,Contract Carriers - Hauling Petroleum or Petroleum Products,"Truck, Tractor, or Trailer",
APD,"21629",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Zone Rated,Y,Truckers,NOC,"Truck, Tractor, or Trailer",
APD,"21631",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Zone Rated,Y,Food Delivery,Canneries an Packing Plants,"Truck, Tractor, or Trailer",
APD,"21632",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Zone Rated,Y,Food Delivery,Fish and Seafood,"Truck, Tractor, or Trailer",
APD,"21633",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Zone Rated,Y,Food Delivery,Frozen Food,"Truck, Tractor, or Trailer",
APD,"21634",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Zone Rated,Y,Food Delivery,Fruit and Vegetable,"Truck, Tractor, or Trailer",
APD,"21635",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Zone Rated,Y,Food Delivery,Meat or Poultry,"Truck, Tractor, or Trailer",
APD,"21639",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Zone Rated,Y,Food Delivery,NOC,"Truck, Tractor, or Trailer",
APD,"21641",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Zone Rated,Y,Specialized Delivery,Armored Cars,"Truck, Tractor, or Trailer",
APD,"21642",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Zone Rated,Y,Specialized Delivery,Film Delivery,"Truck, Tractor, or Trailer",
APD,"21643",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Zone Rated,Y,Specialized Delivery,Magazines or Newspapers,"Truck, Tractor, or Trailer",
APD,"21644",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Zone Rated,Y,Specialized Delivery,Mail and Parcel Post,"Truck, Tractor, or Trailer",
APD,"21649",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Zone Rated,Y,Specialized Delivery,NOC,"Truck, Tractor, or Trailer",
APD,"21651",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Zone Rated,Y,Waste Disposal,Automobile Dismantlers,"Truck, Tractor, or Trailer",
APD,"21652",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Zone Rated,Y,Waste Disposal,Building Wrecking Operators,"Truck, Tractor, or Trailer",
APD,"21653",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Zone Rated,Y,Waste Disposal,Garbage,"Truck, Tractor, or Trailer",
APD,"21654",TTT,"Medium Trucks (10,001-20,000 lbs. GVW)",Medium Trucks,"10,001-20,000 lbs. GVW",Service,Zone Rated,Y,Waste Disposal,Junk Dealers,"Truck, Tractor, or Trailer",
